date,label,value
"2021-08-27 12:53:30",NIFTY,16689.2
"2021-08-27 12:55:17",NIFTY,16693.2
"2021-08-27 12:57:04",NIFTY,16702.8
"2021-08-27 12:58:43",NIFTY,16696.7
"2021-08-27 13:00:28",NIFTY,16697.3
"2021-08-27 13:02:11",NIFTY,16696.9
"2021-08-27 13:03:55",NIFTY,16698.4
"2021-08-27 13:05:39",NIFTY,16695.2
"2021-08-27 13:07:31",NIFTY,16689.6
"2021-08-27 13:09:18",NIFTY,16692.8
"2021-08-27 13:11:11",NIFTY,16697.4
"2021-08-27 13:13:00",NIFTY,16695.4
"2021-08-27 13:14:50",NIFTY,16700.7
"2021-08-27 13:16:39",NIFTY,16696.4
"2021-08-27 13:18:23",NIFTY,16690.6
"2021-08-27 13:20:28",NIFTY,16703.7
"2021-08-27 13:22:17",NIFTY,16701.6
"2021-08-27 13:24:09",NIFTY,16710.2
"2021-08-27 13:26:03",NIFTY,16707.9
"2021-08-27 13:27:58",NIFTY,16705.5
"2021-08-27 13:29:49",NIFTY,16706.8
"2021-08-27 13:31:42",NIFTY,16709.3
"2021-08-27 13:33:54",NIFTY,16708.6
"2021-08-27 13:35:51",NIFTY,16710.2
"2021-08-27 13:38:32",NIFTY,16689.8
"2021-08-27 13:40:34",NIFTY,16693.2
"2021-08-27 13:42:32",NIFTY,16699.8
"2021-08-27 13:44:27",NIFTY,16700.9
"2021-08-27 13:46:28",NIFTY,16705.8
"2021-08-27 13:48:52",NIFTY,16707.9
"2021-08-27 13:51:55",NIFTY,16703.2
"2021-08-27 13:54:23",NIFTY,16694.6
"2021-08-27 13:57:03",NIFTY,16693.9
"2021-08-27 13:59:02",NIFTY,16700.4
"2021-08-27 14:01:07",NIFTY,16700.4
"2021-08-27 15:15:08",NIFTY,16711.8
"2021-08-27 15:15:54",NIFTY,16711.1
"2021-08-27 15:18:34",NIFTY,16710.7
"2021-08-27 15:21:07",NIFTY,16704.3
"2021-08-27 15:23:37",NIFTY,16699.9
"2021-08-27 15:26:21",NIFTY,16694.4
"2021-08-27 15:28:52",NIFTY,16692.8
